review_id,customer_id,product_id,rating,review_text,review_date
159,242,P045,1.0,Fast delivery and good packaging.,2025-01-05
160,92,P019,2.2,Works perfectly and looks great.,2024-11-15
161,12,P035,1.3,"Decent value for money, could be better.",2025-01-01
162,203,P002,4.7,Fast delivery and good packaging.,2025-02-04
163,28,P048,4.8,Works perfectly and looks great.,2024-07-27
164,155,P018,3.7,Fast delivery and good packaging.,2024-11-28
165,203,P034,4.3,Battery life could be better.,2025-03-14
166,139,P032,4.2,"Terrible service, not satisfied.",2024-12-02
167,251,P042,4.5,"Terrible service, not satisfied.",2024-05-19
168,210,P027,4.1,Fast delivery and good packaging.,2025-03-13
169,252,P042,3.5,Fast delivery and good packaging.,2024-09-15
170,27,P008,4.6,Product does not match the description.,2024-08-18
171,49,P006,3.7,"Exceeded expectations, highly recommend!",2024-06-07
172,220,P011,1.6,Fast delivery and good packaging.,2025-01-23
173,280,P040,2.3,Battery life could be better.,2024-11-23
174,299,P044,3.5,Poor design and overpriced.,2025-01-17
175,279,P019,4.4,Very satisfied with the purchase.,2024-12-26
176,191,P022,1.0,"Excellent product, loved the quality.",2024-10-09
177,139,P047,2.2,"Exceeded expectations, highly recommend!",2024-06-10
178,171,P045,2.8,"Terrible service, not satisfied.",2024-11-07
179,129,P015,4.6,Product does not match the description.,2024-12-04
180,296,P010,1.8,Product does not match the description.,2024-07-31
181,154,P007,1.4,Fast delivery and good packaging.,2024-08-17
182,129,P023,2.9,Battery life could be better.,2024-08-02
183,280,P011,4.1,"Excellent product, loved the quality.",2024-10-13
184,44,P018,1.3,"Excellent product, loved the quality.",2024-06-07
185,243,P001,1.2,"Excellent product, loved the quality.",2025-03-07
186,21,P045,4.4,"Terrible service, not satisfied.",2024-06-15
187,207,P043,2.6,Fast delivery and good packaging.,2024-06-25
188,70,P029,2.7,"Decent value for money, could be better.",2025-02-02
189,256,P041,4.5,Poor design and overpriced.,2024-11-13
190,241,P040,2.3,Product does not match the description.,2025-01-08
191,54,P049,4.4,Very satisfied with the purchase.,2024-10-05
192,260,P047,3.0,Very satisfied with the purchase.,2025-03-29
193,131,P038,1.3,Very satisfied with the purchase.,2024-04-25
194,141,P040,2.1,"Decent value for money, could be better.",2024-06-13
195,261,P040,3.9,Poor design and overpriced.,2024-05-17
196,72,P044,1.0,"Decent value for money, could be better.",2024-07-08
197,4,P009,2.8,Very satisfied with the purchase.,2025-03-25
198,123,P006,2.0,"Terrible service, not satisfied.",2024-08-27
199,128,P029,2.3,"Terrible service, not satisfied.",2024-06-01
200,104,P006,2.3,Works perfectly and looks great.,2024-05-16
201,34,P029,1.0,"Excellent product, loved the quality.",2024-12-26
202,57,P003,4.6,Very satisfied with the purchase.,2024-09-12
203,128,P027,4.5,Product does not match the description.,2024-05-16
204,95,P024,4.2,Product does not match the description.,2024-12-09
205,199,P017,1.0,Battery life could be better.,2024-12-12
206,63,P019,3.3,"Decent value for money, could be better.",2024-12-13
207,34,P034,2.7,"Decent value for money, could be better.",2025-02-15
208,179,P009,2.0,"Exceeded expectations, highly recommend!",2024-08-25
209,167,P021,3.6,Product does not match the description.,2024-11-14
210,89,P041,2.2,"Excellent product, loved the quality.",2024-10-27
211,157,P034,3.0,Poor design and overpriced.,2025-02-20
212,64,P012,3.5,Works perfectly and looks great.,2024-11-23
213,94,P001,4.7,"Terrible service, not satisfied.",2024-11-07
214,7,P018,1.8,Product does not match the description.,2024-11-13
215,134,P048,1.8,"Terrible service, not satisfied.",2025-04-06
216,70,P040,2.7,Poor design and overpriced.,2024-06-27
217,218,P011,1.1,Very satisfied with the purchase.,2025-02-18
218,166,P007,4.3,Poor design and overpriced.,2024-08-26
219,129,P019,3.2,"Exceeded expectations, highly recommend!",2024-09-23
220,106,P041,2.2,Works perfectly and looks great.,2024-05-16
221,262,P035,2.3,Poor design and overpriced.,2024-11-24
222,177,P024,3.4,"Exceeded expectations, highly recommend!",2025-04-17
223,182,P025,3.5,Very satisfied with the purchase.,2024-07-23
224,268,P015,1.5,Product does not match the description.,2024-06-26
225,62,P050,5.0,Very satisfied with the purchase.,2024-05-17
226,57,P045,2.9,Poor design and overpriced.,2024-07-25
227,80,P002,2.1,Very satisfied with the purchase.,2024-11-10
228,41,P049,3.2,"Terrible service, not satisfied.",2024-09-07
229,68,P043,4.5,Product does not match the description.,2024-12-13
230,138,P046,4.8,Very satisfied with the purchase.,2025-01-22
231,21,P026,4.5,"Decent value for money, could be better.",2025-01-11
232,4,P037,4.9,"Excellent product, loved the quality.",2024-08-05
233,18,P002,4.5,"Terrible service, not satisfied.",2024-11-26
234,80,P012,2.3,Battery life could be better.,2024-09-14
235,89,P036,3.9,"Excellent product, loved the quality.",2024-07-16
236,217,P016,1.7,Works perfectly and looks great.,2025-03-28
237,249,P008,3.4,Product does not match the description.,2024-11-21
238,158,P002,2.0,Battery life could be better.,2024-12-01
239,79,P038,1.2,"Exceeded expectations, highly recommend!",2024-08-28
240,247,P002,3.3,Works perfectly and looks great.,2025-02-05
241,105,P040,2.7,Product does not match the description.,2024-10-15
242,273,P024,4.3,Very satisfied with the purchase.,2024-08-10
243,146,P039,1.3,"Terrible service, not satisfied.",2025-04-03
244,21,P014,4.3,"Terrible service, not satisfied.",2024-06-17
245,283,P011,4.4,Works perfectly and looks great.,2024-10-15
246,163,P030,2.3,Poor design and overpriced.,2024-10-30
247,215,P044,1.9,"Exceeded expectations, highly recommend!",2024-08-21
248,94,P045,2.7,"Excellent product, loved the quality.",2024-10-14
249,51,P016,4.4,Poor design and overpriced.,2024-11-14
250,39,P027,3.0,"Terrible service, not satisfied.",2024-06-19
251,237,P027,4.4,Works perfectly and looks great.,2024-12-12
252,53,P016,1.8,Works perfectly and looks great.,2025-01-17
253,60,P014,4.7,Poor design and overpriced.,2025-03-03
254,267,P027,2.5,"Exceeded expectations, highly recommend!",2025-04-15
255,36,P036,2.5,Poor design and overpriced.,2024-06-20
256,200,P018,3.0,"Exceeded expectations, highly recommend!",2024-08-25
257,203,P033,2.0,"Terrible service, not satisfied.",2024-05-17
258,88,P047,2.5,"Excellent product, loved the quality.",2024-07-13
259,109,P007,4.0,Fast delivery and good packaging.,2024-11-08
260,250,P021,3.6,Fast delivery and good packaging.,2025-01-25
261,21,P024,3.7,Product does not match the description.,2024-05-22
262,91,P045,4.0,"Decent value for money, could be better.",2025-03-24
263,252,P016,3.6,Battery life could be better.,2024-12-02
264,208,P033,2.0,Very satisfied with the purchase.,2024-09-10
265,259,P026,3.8,"Exceeded expectations, highly recommend!",2024-05-29
266,211,P021,3.6,Product does not match the description.,2024-09-24
267,162,P049,4.1,"Decent value for money, could be better.",2025-01-12
268,262,P025,2.6,Works perfectly and looks great.,2025-01-28
269,26,P007,1.1,Battery life could be better.,2025-01-17
270,249,P034,3.9,Battery life could be better.,2024-11-07
271,186,P045,1.5,Poor design and overpriced.,2024-09-11
272,252,P024,3.2,"Exceeded expectations, highly recommend!",2024-04-29
273,152,P008,3.1,"Decent value for money, could be better.",2024-07-17
274,118,P030,2.4,Poor design and overpriced.,2024-08-24
275,188,P010,3.5,"Exceeded expectations, highly recommend!",2025-03-17
276,286,P028,2.6,Battery life could be better.,2025-01-01
277,29,P049,4.8,Battery life could be better.,2024-07-07
278,152,P043,4.9,Battery life could be better.,2024-10-19
279,274,P021,2.7,Product does not match the description.,2025-04-10
280,161,P038,2.7,Fast delivery and good packaging.,2025-01-16
281,47,P031,1.3,"Exceeded expectations, highly recommend!",2024-09-20
282,23,P009,4.1,Poor design and overpriced.,2024-06-17
283,84,P009,3.9,Very satisfied with the purchase.,2024-12-05
284,131,P041,4.7,"Terrible service, not satisfied.",2024-07-08
285,8,P011,3.7,"Decent value for money, could be better.",2024-10-24
286,215,P050,4.7,"Excellent product, loved the quality.",2024-04-22
287,128,P014,4.9,"Terrible service, not satisfied.",2024-11-19
288,236,P003,4.3,Very satisfied with the purchase.,2024-07-09
289,230,P049,4.1,Battery life could be better.,2024-12-26
290,53,P049,2.9,Fast delivery and good packaging.,2024-07-23
291,154,P028,2.3,"Terrible service, not satisfied.",2024-10-17
292,42,P032,3.2,Fast delivery and good packaging.,2024-05-13
293,178,P015,4.4,Product does not match the description.,2024-05-31
294,167,P022,1.6,Battery life could be better.,2025-04-11
295,281,P031,2.1,Fast delivery and good packaging.,2024-06-16
296,295,P045,4.5,Works perfectly and looks great.,2024-06-16
297,118,P008,1.3,Battery life could be better.,2024-11-18
298,7,P006,2.5,"Exceeded expectations, highly recommend!",2024-06-12
299,203,P013,3.1,Product does not match the description.,2024-06-11
300,273,P033,1.8,Very satisfied with the purchase.,2024-05-15
301,71,P028,3.5,"Exceeded expectations, highly recommend!",2024-07-19
302,157,P015,4.5,"Decent value for money, could be better.",2024-09-05
303,143,P049,4.8,Product does not match the description.,2024-10-04
304,140,P032,3.1,Works perfectly and looks great.,2025-01-09
305,251,P046,1.2,Very satisfied with the purchase.,2025-03-27
306,57,P047,2.5,Product does not match the description.,2025-03-07
307,93,P014,1.5,"Exceeded expectations, highly recommend!",2024-05-14
308,175,P026,4.2,"Terrible service, not satisfied.",2024-09-05
309,237,P011,2.6,Product does not match the description.,2025-01-19
310,150,P019,2.9,"Decent value for money, could be better.",2024-12-10
311,94,P038,3.8,"Decent value for money, could be better.",2025-01-11
312,201,P001,3.2,"Decent value for money, could be better.",2024-07-20
313,113,P024,1.3,"Exceeded expectations, highly recommend!",2025-04-09
314,15,P029,4.8,Fast delivery and good packaging.,2024-11-14
315,25,P011,1.9,Battery life could be better.,2024-11-17
316,48,P003,1.4,Works perfectly and looks great.,2024-07-26
317,115,P034,4.2,"Excellent product, loved the quality.",2024-10-13
318,47,P004,1.8,"Terrible service, not satisfied.",2025-03-31
319,244,P006,4.0,Battery life could be better.,2024-05-05
320,181,P038,3.0,"Terrible service, not satisfied.",2025-01-09
321,241,P035,2.4,"Excellent product, loved the quality.",2024-09-30
322,168,P020,3.1,Very satisfied with the purchase.,2024-10-27
323,87,P037,2.1,Battery life could be better.,2024-11-23
324,195,P005,2.3,Fast delivery and good packaging.,2024-07-23
325,103,P008,3.1,"Excellent product, loved the quality.",2024-09-07
326,142,P007,1.7,"Terrible service, not satisfied.",2024-09-26
327,35,P037,3.4,Very satisfied with the purchase.,2024-05-11
328,238,P003,3.9,"Exceeded expectations, highly recommend!",2024-05-25
329,165,P006,2.1,"Excellent product, loved the quality.",2024-12-12
330,139,P048,2.8,Very satisfied with the purchase.,2024-09-12
331,187,P044,1.1,Product does not match the description.,2024-11-01
332,209,P012,4.6,"Terrible service, not satisfied.",2025-04-10
333,114,P028,3.6,Product does not match the description.,2024-11-04
334,263,P016,1.4,Product does not match the description.,2024-11-18
335,51,P028,2.6,"Terrible service, not satisfied.",2024-05-06
336,113,P041,4.5,Works perfectly and looks great.,2024-06-09
337,219,P014,4.3,Very satisfied with the purchase.,2025-03-11
338,32,P010,3.8,"Decent value for money, could be better.",2024-04-27
339,206,P009,4.4,Product does not match the description.,2024-09-03
340,159,P021,3.8,Product does not match the description.,2024-10-11
341,31,P031,3.9,Fast delivery and good packaging.,2024-11-01
342,197,P020,1.2,Very satisfied with the purchase.,2024-08-14
343,22,P002,4.8,"Exceeded expectations, highly recommend!",2024-09-07
344,164,P024,3.5,Works perfectly and looks great.,2024-09-04
345,20,P003,4.5,"Decent value for money, could be better.",2024-12-07
346,275,P014,2.3,Poor design and overpriced.,2024-10-31
347,207,P034,2.6,Fast delivery and good packaging.,2025-02-01
348,211,P006,3.1,"Terrible service, not satisfied.",2024-06-22
349,203,P043,2.2,Battery life could be better.,2025-03-19
350,287,P041,1.7,Very satisfied with the purchase.,2025-03-01
351,60,P015,2.7,Fast delivery and good packaging.,2025-01-27
352,39,P021,4.9,Product does not match the description.,2024-08-14
353,145,P015,2.7,Battery life could be better.,2024-12-05
354,49,P012,2.7,Fast delivery and good packaging.,2024-10-27
355,253,P045,2.2,Product does not match the description.,2025-01-07
356,70,P038,4.8,Fast delivery and good packaging.,2024-08-20
357,73,P035,4.1,Works perfectly and looks great.,2025-04-10
358,276,P010,4.6,"Excellent product, loved the quality.",2025-04-18
359,150,P029,2.3,"Decent value for money, could be better.",2024-09-19
360,222,P038,3.9,"Excellent product, loved the quality.",2024-05-20
361,207,P013,1.7,Battery life could be better.,2024-10-26
362,197,P026,1.0,Very satisfied with the purchase.,2024-11-03
363,107,P018,4.7,"Terrible service, not satisfied.",2024-11-22
364,32,P039,3.8,Fast delivery and good packaging.,2025-02-21
365,174,P006,4.0,"Exceeded expectations, highly recommend!",2024-12-28
366,10,P044,4.2,"Decent value for money, could be better.",2024-12-25
367,238,P045,2.1,"Exceeded expectations, highly recommend!",2025-02-21
368,164,P044,5.0,"Exceeded expectations, highly recommend!",2024-05-19
369,298,P039,2.9,"Exceeded expectations, highly recommend!",2025-03-31
370,105,P044,3.2,Battery life could be better.,2024-08-23
371,267,P045,3.2,Very satisfied with the purchase.,2024-11-06
372,248,P047,1.3,Works perfectly and looks great.,2024-10-23
373,238,P006,4.8,Poor design and overpriced.,2024-10-20
374,93,P050,1.7,Product does not match the description.,2025-03-23
375,73,P008,3.7,"Excellent product, loved the quality.",2024-07-22
376,101,P013,2.7,"Decent value for money, could be better.",2024-10-05
377,254,P011,1.4,Works perfectly and looks great.,2024-10-27
378,233,P040,4.3,Poor design and overpriced.,2024-12-21
379,187,P047,1.4,"Excellent product, loved the quality.",2024-05-03
380,126,P006,4.4,Fast delivery and good packaging.,2024-12-01
381,87,P034,3.7,Fast delivery and good packaging.,2024-11-27
382,203,P012,2.0,Battery life could be better.,2024-06-25
383,265,P033,2.6,Very satisfied with the purchase.,2025-01-25
384,2,P017,3.8,"Exceeded expectations, highly recommend!",2024-08-31
385,28,P019,4.0,Works perfectly and looks great.,2024-12-09
386,295,P037,1.8,Works perfectly and looks great.,2025-02-24
387,93,P002,4.4,"Terrible service, not satisfied.",2024-11-16
388,262,P025,1.1,Poor design and overpriced.,2024-09-25
389,97,P025,1.1,Works perfectly and looks great.,2024-08-30
390,65,P012,2.0,Battery life could be better.,2025-03-27
391,197,P049,4.1,Works perfectly and looks great.,2024-11-30
392,300,P017,1.9,"Decent value for money, could be better.",2024-09-08
393,243,P006,3.7,Poor design and overpriced.,2024-08-10
394,155,P018,4.1,Battery life could be better.,2024-05-08
395,11,P043,1.3,"Decent value for money, could be better.",2024-08-09
396,74,P050,1.5,Very satisfied with the purchase.,2024-07-15
397,249,P026,1.0,Battery life could be better.,2025-01-14
398,62,P021,3.2,Product does not match the description.,2024-12-04
399,171,P017,2.2,Fast delivery and good packaging.,2024-07-26
400,83,P049,3.0,Works perfectly and looks great.,2025-01-14
401,240,P038,2.7,Fast delivery and good packaging.,2024-09-22
402,24,P015,3.4,Fast delivery and good packaging.,2024-10-27
403,21,P045,2.4,Poor design and overpriced.,2024-08-17
404,137,P035,2.8,Very satisfied with the purchase.,2025-03-16
405,45,P041,2.2,"Excellent product, loved the quality.",2025-03-03
406,189,P028,3.8,Product does not match the description.,2025-04-07
407,156,P017,2.0,Battery life could be better.,2024-09-10
408,45,P035,1.0,"Exceeded expectations, highly recommend!",2025-01-15
409,236,P036,1.9,Poor design and overpriced.,2025-01-06
410,120,P039,2.1,"Decent value for money, could be better.",2024-06-27
411,105,P028,2.2,"Decent value for money, could be better.",2024-07-16
412,221,P042,3.0,"Excellent product, loved the quality.",2024-06-25
413,78,P029,1.6,Battery life could be better.,2025-02-14
414,65,P041,4.0,Poor design and overpriced.,2024-08-25
415,280,P009,3.7,"Excellent product, loved the quality.",2025-03-21
416,105,P019,4.0,Battery life could be better.,2024-08-21
417,141,P019,2.1,Battery life could be better.,2024-07-05
418,74,P037,1.1,Product does not match the description.,2024-09-17
419,282,P015,3.3,Very satisfied with the purchase.,2024-07-08
420,138,P025,4.5,Product does not match the description.,2024-07-26
421,269,P007,1.0,"Excellent product, loved the quality.",2024-09-19
422,64,P010,2.6,"Exceeded expectations, highly recommend!",2025-04-09
423,260,P037,3.1,"Exceeded expectations, highly recommend!",2024-05-11
424,219,P028,3.9,"Exceeded expectations, highly recommend!",2024-12-03
425,71,P018,4.9,"Excellent product, loved the quality.",2024-07-22
426,33,P013,2.3,"Excellent product, loved the quality.",2024-09-23
427,228,P009,1.7,Product does not match the description.,2024-08-31
428,163,P012,4.4,"Decent value for money, could be better.",2024-08-04
429,274,P039,4.9,Battery life could be better.,2025-03-30
430,82,P046,4.1,Fast delivery and good packaging.,2024-12-22
431,27,P045,1.4,Fast delivery and good packaging.,2024-06-25
432,195,P025,4.8,Poor design and overpriced.,2024-07-19
433,299,P049,4.4,"Terrible service, not satisfied.",2024-11-25
434,296,P038,4.1,Product does not match the description.,2025-01-28
435,71,P005,3.9,Very satisfied with the purchase.,2024-06-04
436,80,P004,2.3,"Terrible service, not satisfied.",2025-03-10
437,132,P046,4.1,"Terrible service, not satisfied.",2025-03-07
438,18,P012,1.8,Very satisfied with the purchase.,2024-09-04
439,110,P010,3.3,"Exceeded expectations, highly recommend!",2025-03-27
440,29,P007,1.9,Fast delivery and good packaging.,2024-07-28
441,110,P047,4.8,Poor design and overpriced.,2024-09-30
442,83,P005,3.2,"Exceeded expectations, highly recommend!",2024-09-04
443,24,P021,4.3,"Excellent product, loved the quality.",2025-03-04
444,31,P033,2.3,Poor design and overpriced.,2025-02-20
445,156,P009,3.3,Very satisfied with the purchase.,2024-05-01
446,100,P032,2.3,"Excellent product, loved the quality.",2024-05-31
447,25,P036,2.0,"Exceeded expectations, highly recommend!",2024-12-31
448,196,P022,3.5,"Terrible service, not satisfied.",2024-07-29
449,259,P014,2.4,Very satisfied with the purchase.,2024-10-13
450,198,P008,4.4,Battery life could be better.,2024-05-28
451,12,P034,4.2,Product does not match the description.,2025-01-23
452,238,P030,4.7,"Decent value for money, could be better.",2024-05-19
453,183,P049,3.7,Fast delivery and good packaging.,2024-04-20
454,144,P039,2.7,Fast delivery and good packaging.,2024-12-10
455,3,P032,3.0,Very satisfied with the purchase.,2025-01-16
456,67,P009,4.5,Battery life could be better.,2024-12-31
457,160,P029,2.7,"Terrible service, not satisfied.",2024-05-27
458,158,P022,1.8,Battery life could be better.,2025-04-10
